source,can_id,count,mean_iat_ms,std_iat_ms,min_iat_ms,max_iat_ms,mean_dlc,mean_entropy,std_entropy,byte0_mean,byte0_std,byte0_min,byte0_max,byte0_unique_vals,byte1_mean,byte1_std,byte1_min,byte1_max,byte1_unique_vals,byte2_mean,byte2_std,byte2_min,byte2_max,byte2_unique_vals,byte3_mean,byte3_std,byte3_min,byte3_max,byte3_unique_vals,byte4_mean,byte4_std,byte4_min,byte4_max,byte4_unique_vals,byte5_mean,byte5_std,byte5_min,byte5_max,byte5_unique_vals,byte6_mean,byte6_std,byte6_min,byte6_max,byte6_unique_vals,byte7_mean,byte7_std,byte7_min,byte7_max,byte7_unique_vals
fuzzy,0x110,5091,68.2137935166994,65.11465788524063,28.81600000000617,689.9339999999938,8.0,2.0,0.0,224.0,0.0,224,224,1,27.89628756629346,22.592700282568202,12,60,2,48.0,0.0,48.0,48.0,1,9.0,0.0,9.0,9.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
fuzzy,0x120,698,493.5841190817791,535.6144474626227,26.98999999999785,4600.225000000002,4.0,0.8112781244591328,0.0,0.0,0.0,0,0,1,18.0,0.0,18,18,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0
fuzzy,0x153,42704,8.133488794698264,9.148044547324956,0.0529999999798747,204.24800000000687,7.7431622330460845,2.6968479455841963,0.5601226583294086,82.60651295574964,85.05376532751555,0,255,256,139.0795732223647,61.85116110441251,0,255,256,94.5823675997387,75.05451466129117,0.0,255.0,256,172.09873466721507,85.43922843254795,0.0,255.0,256,83.32997846756828,85.3616163501671,0.0,255.0,256,172.05204074226404,85.323252201344,0.0,255.0,256,122.27087315220284,72.6760288570406,0.0,255.0,256,128.8959427092154,74.80239257539941,0.0,255.0,256
fuzzy,0x164,41590,8.351310394575487,9.525361602110882,0.05899999999314787,196.5720000000033,7.735320990622746,2.521724868547434,0.7024839158549349,84.75789526035709,85.24004568577224,0,255,256,87.76943353061122,82.67370976927337,0,255,256,84.94685930273039,84.65104902140015,0.0,255.0,256,85.43266026756851,85.42409777888787,0.0,255.0,256,85.48585069876162,85.31041376098007,0.0,255.0,256,84.7056746406724,85.0365737118483,0.0,255.0,256,87.31061321927687,82.60153588247577,0.0,255.0,256,87.30544089123191,82.80109611085743,0.0,255.0,256
fuzzy,0x165,14442,24.051541513745583,25.603787837664346,8.714999999995143,280.31899999999155,8.0,2.6386036694792163,0.1712872972319506,40.721368231546876,84.16549739976145,0,255,65,136.05234732031573,117.7206380976881,7,248,26,127.47161058025205,0.49921067382058704,127.0,128.0,2,2.0,0.0,2.0,2.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,7.484489682869409,4.583044305958387,0.0,15.0,16,132.40257582052348,15.650415039429806,0.0,238.0,187
fuzzy,0x18f,16568,20.964577412929316,21.022726241429957,7.621999999997797,329.6490000000034,8.0,1.5357728499179961,0.05555298477044796,0.0,0.0,0,0,1,63.86359246740705,4.563150308304863,52,71,20,24.45877595364558,1.9002378386835987,19.0,36.0,18,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,63.0,0.0,63.0,63.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
fuzzy,0x1f1,36333,9.559666767587801,10.769761068733667,0.04199999999343618,211.18999999998778,7.693721960751933,2.3368937511142494,1.0985764934185467,100.29145441016541,81.71055222546077,0,255,256,98.85009444221853,84.08953301926445,0,255,256,98.68341823593383,83.70518996425423,0.0,255.0,256,99.10374334611642,84.13012977793407,0.0,255.0,256,99.33735905214355,84.37289842204638,0.0,255.0,256,98.95887470665674,84.03311221109358,0.0,255.0,256,98.95449602197928,83.88159526518055,0.0,255.0,256,98.40959303989469,83.90389568059834,0.0,255.0,256
fuzzy,0x220,41538,8.361953463177407,9.569880255688552,0.04500000000007276,227.0419999999831,7.737493379556069,2.806690178044633,0.531113561181959,149.03128811449906,67.7735056102181,0,255,256,86.44087118855009,84.27634659823211,0,255,256,160.78738021157437,84.32075538952454,0.0,255.0,256,85.90894835096454,83.93388571151961,0.0,255.0,256,89.35367766023647,81.24509897394701,0.0,255.0,256,85.9762538892346,85.41821732571431,0.0,255.0,256,106.94516490354698,67.5251309260002,0.0,255.0,256,90.15965152457996,79.88623395021122,0.0,255.0,256
fuzzy,0x260,16556,20.979701963153126,21.306181336759995,5.824999999999747,378.0169999999998,8.0,2.9356044738310434,0.11241561865304854,5.0,0.0,5,5,1,24.44050495288717,1.8958760404235293,19,36,18,0.0,0.0,0.0,0.0,1,48.0,0.0,48.0,48.0,1,0.8076226141580092,0.39417979684096865,0.0,1.0,2,137.74124184585648,0.8962312469786801,136.0,140.0,5,93.86603044213578,5.017365528051686,61.0,121.0,28,31.84869533703793,17.917057775670443,0.0,63.0,64
fuzzy,0x2a0,16151,21.50587671826625,21.707339415161986,6.2910000000044874,289.5150000000015,8.0,2.9375116091882854,0.10824982330712304,113.97919633459229,73.29623384154252,2,194,4,0.0,0.0,0,0,1,141.5960002476627,3.893766564230347,133.0,144.0,4,157.0,0.0,157.0,157.0,1,187.60708315274596,0.7946629126403595,186.0,188.0,2,12.0,0.0,12.0,12.0,1,183.0,0.0,183.0,183.0,1,2.0,0.0,2.0,2.0,1
fuzzy,0x2b0,13620,25.50321609516117,28.75472510699389,7.285999999993464,410.86099999999703,5.0,2.003984997406265,0.2078748136285828,42.16784140969163,8.255396784706686,35,59,12,58.67621145374449,107.33304231765399,0,255,2,0.024375917767988253,0.1542189308035253,0.0,1.0,2,7.0,0.0,7.0,7.0,1,127.61101321585903,75.48869356018731,0.0,255.0,108,,,,,0,,,,,0,,,,,0
fuzzy,0x2c0,31645,10.975249683984325,12.443069177320297,0.045999999997548,202.51700000000028,7.665033970611471,2.5941804738064476,0.9226464301581397,119.01058707124011,72.75694600365719,0,255,256,113.8058377308707,80.31273883525381,0,255,256,113.49795514511874,80.24596449795486,0.0,255.0,256,113.05600263852243,80.27492522836873,0.0,255.0,256,113.58594986807388,80.33317852773291,0.0,255.0,256,112.60174802110818,80.31215241481623,0.0,255.0,256,112.52803430079156,80.09870271041328,0.0,255.0,256,113.93179419525066,80.57559860333946,0.0,255.0,256
fuzzy,0x316,19758,17.579682897200993,15.107832088380672,6.213999999999942,260.122999999993,8.0,2.769045848031259,0.12552926872463246,46.60846239497925,10.024222990846022,5,53,3,24.379643688632452,1.9223064450584526,19,36,18,171.41178256908594,76.57844821113552,0.0,254.0,128,9.172487093835409,0.37808065373180705,8.0,10.0,3,24.446502682457737,1.9251698512298376,19.0,36.0,18,19.31045652393967,2.511961158694658,16.0,24.0,6,0.0,0.0,0.0,0.0,1,127.0,0.0,127.0,127.0,1
fuzzy,0x329,15886,21.86476355051936,22.82596548925601,5.5529999999919255,400.1389999999958,8.0,3.0,0.0,106.53405514289311,75.15411720652489,15,215,4,185.57805615006924,3.6860651799433697,177,191,15,128.0,0.0,128.0,128.0,1,140.0,0.0,140.0,140.0,1,17.0,0.0,17.0,17.0,1,44.65806370389022,0.7158708073917902,41.0,52.0,12,0.0,0.0,0.0,0.0,1,16.0,0.0,16.0,16.0,1
fuzzy,0x350,7968,43.58983732898204,44.490532745481936,15.461000000001945,600.3289999999879,8.0,2.741460814543281,0.0503918038568105,5.0,0.0,5,5,1,32.0,0.0,32,32,1,124.16867469879519,73.73029096204395,4.0,244.0,16,95.0,0.0,95.0,95.0,1,139.92557730923696,2.9856538983950096,134.0,143.0,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,123.05308734939759,73.77826680465449,0.0,248.0,64
fuzzy,0x370,16016,21.687192756790505,21.9562946346068,6.330999999988762,259.5410000000129,8.0,2.155639062229567,8.882061488464051e-16,255.0,0.0,255,255,1,32.0,0.0,32,32,1,0.0,0.0,0.0,0.0,1,128.0,0.0,128.0,128.0,1,255.0,0.0,255.0,255.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,134.6068931068931,72.59083428740458,40.0,236.0,4
fuzzy,0x382,8152,42.60947846889952,41.205356848388824,16.54600000000528,579.6369999999981,8.0,1.8879736211932636,0.1949400445681801,64.0,0.0,64,64,1,254.0,0.0,254,254,1,15.0,0.0,15.0,15.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,6.016683022571148,4.470184094191479,0.0,12.0,4
fuzzy,0x43f,16684,20.8188205958161,21.10603190174647,5.369999999999209,310.53499999999445,8.0,2.734231842445999,0.06112672379200079,0.0,0.0,0,0,1,64.0,0.0,64,64,1,96.0,0.0,96.0,96.0,1,255.0,0.0,255.0,255.0,1,118.01372572524575,1.9896913615571516,114.0,119.0,2,108.14169263965476,37.34727218888736,0.0,252.0,64,8.992747542555742,0.08694790635376892,8.0,10.0,3,0.0,0.0,0.0,0.0,1
fuzzy,0x440,15831,21.940643398610234,22.309180847057338,6.162000000017542,269.10600000002205,8.0,2.0506188974552733,0.17642992609389507,255.0,0.0,255,255,1,120.51797106942075,89.69005119556864,0,240,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,255.0,0.0,255.0,255.0,1,109.95540395426694,38.19452530711685,0.0,252.0,64,8.992735771587391,0.08997950694339098,8.0,10.0,3,0.0,0.0,0.0,0.0,1
fuzzy,0x4b0,35834,9.692917645745542,10.827425851073205,0.038999999986799594,194.56700000000637,7.701289278339008,2.201942037633413,1.304946770862709,98.57102272727273,84.30736186855849,0,255,256,97.40439471243043,83.94156691327758,0,255,256,98.625,84.39592585150886,0.0,255.0,256,97.8756957328386,84.28748129937163,0.0,255.0,256,98.04101924860854,84.1614415997351,0.0,255.0,256,98.07432745825604,84.03701919390221,0.0,255.0,256,97.91425092764378,83.99656298475833,0.0,255.0,256,97.50791396103897,83.67263077972332,0.0,255.0,256
fuzzy,0x4b1,36043,9.636681316242164,10.81692475264678,0.0759999999786487,207.6359999999795,7.711677718280942,2.3518632688604564,1.0694263538774655,97.66641722311766,83.93723142789487,0,255,256,98.06101772967995,84.35477098559689,0,255,256,97.9805721851255,83.4021208574889,0.0,255.0,256,97.69266635965923,84.16498366243653,0.0,255.0,256,97.80477204697213,83.88673687385078,0.0,255.0,256,98.41094865300484,84.22625590914407,0.0,255.0,256,98.25307966843197,84.20805010141066,0.0,255.0,256,98.2170734515312,83.54791579344837,0.0,255.0,256
fuzzy,0x4f0,7857,44.21123816191446,44.07859971003597,13.665000000003147,419.30200000001605,8.0,1.9948873751508633,0.04384553103113112,0.0,0.0,0,0,1,0.0,0.0,0,0,1,126.81965126638666,73.02452075918411,0.0,254.0,128,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,147.0,0.0,147.0,147.0,1,205.0,0.0,205.0,205.0,1,4.0,0.0,4.0,4.0,1
fuzzy,0x4f1,1535,226.32319752281614,231.91111030404673,95.03399999999829,2298.3249999999985,8.0,1.0612781244591327,2.2211696751614084e-16,77.05016286644951,25.794129506300436,64,128,2,24.0,0.0,24,24,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
fuzzy,0x4f2,8469,41.01399811053377,39.15741050814166,12.847999999998194,401.31900000000087,8.0,1.540544003617737,0.06142102829784,0.0,0.0,0,0,1,0.0,0.0,0,0,1,122.28126106978392,73.37233814092924,0.0,246.0,64,56.0,0.0,56.0,56.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,191.13130239697722,36.97265326218736,128.0,255.0,128
fuzzy,0x510,1641,211.66379573170732,183.35679245675843,95.29900000001135,1400.1759999999877,8.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
fuzzy,0x517,761,453.9839947368421,459.26756028799207,26.329000000004044,4600.452000000004,8.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
fuzzy,0x51a,782,443.38050704225356,406.7876928800199,99.7029999999981,3000.1340000000027,8.0,0.5435644431995963,1.1109335674336528e-16,0.0,0.0,0,0,1,3.0,0.0,3,3,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
fuzzy,0x545,15293,22.712631506670153,24.39571170929297,3.847000000000378,390.6599999999969,8.0,2.3876142264504674,0.15462329694570354,216.0,0.0,216,216,1,14.800954685150069,2.179376050021562,7,24,14,0.0,0.0,0.0,0.0,1,138.1813247891192,1.1432851177925019,129.0,145.0,17,64.49624010985418,70.33237624987595,0.0,255.0,180,30.180474726999282,82.37477591563466,0.0,255.0,2,63.547766952200355,68.50228891024788,0.0,255.0,183,28.179559275485516,79.95072251713307,0.0,255.0,2
fuzzy,0x587,1663,208.90367689530683,203.0582651652005,84.07600000000315,1800.0660000000153,8.0,0.50695637486625,0.13627127391878138,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,6.989176187612748,4.319644571565496,0.0,14.0,15
fuzzy,0x59b,1537,226.06069466145837,237.09923645701042,95.64200000002643,2300.077999999999,8.0,0.4116519270555173,0.23310382743540797,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,104.36174365647365,72.97305648661943,0.0,196.0,4
fuzzy,0x5a0,29891,11.620147708263632,13.320147857453653,0.07200000000295859,251.71999999997752,7.645913485664582,2.663293751724755,0.910758783577254,118.76662699523943,78.38009027522037,0,255,256,119.73179781573789,77.7227501072389,0,255,256,119.1819518342201,77.80765355863399,0.0,255.0,256,119.26288154578549,77.92328418072101,0.0,255.0,256,119.93765751890227,77.9710720686446,0.0,255.0,256,119.56531783814057,77.706844157413,0.0,255.0,256,119.03517922150658,77.84248430444072,0.0,255.0,256,119.23512321478577,77.9805569269219,0.0,255.0,256
fuzzy,0x5a2,29368,11.826464194504034,13.570619355252779,0.041999999999653426,263.3660000000191,7.451103241623536,2.794666423753904,0.6405268273238145,121.89879955829444,75.2328676781658,0,255,256,120.54447333737043,77.22134672138381,0,255,256,129.47657891924626,72.31774264259407,0.0,255.0,256,121.38346453888077,77.12204906410774,0.0,255.0,256,128.06784815829985,74.28106720401661,0.0,255.0,256,127.29970337551158,73.90362396806684,0.0,255.0,256,127.58055795441746,73.78310500068892,0.0,255.0,256,127.2422933954117,74.10576779031919,0.0,255.0,256
fuzzy,0x5e4,1330,261.075258841234,299.91146332746496,60.42500000000217,3386.2940000000067,3.0,0.9182958340544898,2.2212812744253283e-16,0.0,0.0,0,0,1,2.0,0.0,2,2,1,0.0,0.0,0.0,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
fuzzy,0x5f0,688,502.5678879184862,620.1772021005386,152.68499999999818,5998.166000000005,2.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
fuzzy,0x690,1411,246.1548574468085,259.6762286185479,92.15599999998858,2405.470000000001,8.0,2.873440155470624,0.1489830421420092,3.0,0.0,3,3,1,72.0,0.0,72,72,1,1.0,0.0,1.0,1.0,1,0.4316087880935507,1.0532456584565002,0.0,3.0,2,128.24946846208363,2.815381649216007,128.0,160.0,2,43.79305457122608,34.409832545949456,0.0,96.0,4,29.964564138908575,18.43790091679885,0.0,60.0,16,8.0,0.0,8.0,8.0,1
