source,can_id,count,mean_iat_ms,std_iat_ms,min_iat_ms,max_iat_ms,mean_dlc,mean_entropy,std_entropy,byte0_mean,byte0_std,byte0_min,byte0_max,byte0_unique_vals,byte1_mean,byte1_std,byte1_min,byte1_max,byte1_unique_vals,byte2_mean,byte2_std,byte2_min,byte2_max,byte2_unique_vals,byte3_mean,byte3_std,byte3_min,byte3_max,byte3_unique_vals,byte4_mean,byte4_std,byte4_min,byte4_max,byte4_unique_vals,byte5_mean,byte5_std,byte5_min,byte5_max,byte5_unique_vals,byte6_mean,byte6_std,byte6_min,byte6_max,byte6_unique_vals,byte7_mean,byte7_std,byte7_min,byte7_max,byte7_unique_vals
dos,0x110,1552,197.293110896196,193.52346847621473,65.19800000000231,1900.1690000000053,8.0,2.0,0.0,224.0,0.0,224,224,1,60.0,0.0,60,60,1,48.0,0.0,48.0,48.0,1,9.0,0.0,9.0,9.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x120,685,447.07827777777777,467.2346369251231,199.48600000000738,4000.39799999999,4.0,0.8112781244591327,1.1110342947550617e-16,0.0,0.0,0,0,1,18.0,0.0,18,18,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0
dos,0x153,18401,16.646061032608696,18.346208152942925,0.03499999999689862,307.20099999996364,7.488723438943536,2.286822694147036,0.607786401345818,0.0,0.0,0,0,1,128.0,0.0,128,128,1,16.0,0.0,16.0,16.0,1,255.0,0.0,255.0,255.0,1,0.0,0.0,0.0,0.0,1,255.0,0.0,255.0,255.0,1,111.83373004354137,69.21132402719644,0.0,224.0,15,134.47605224963715,76.11827416031257,14.0,254.0,15
dos,0x164,17271,17.734919108280252,19.661570859726158,0.035999999994373866,369.0330000000017,7.429795611140062,1.3524860757620765,0.4425078862126224,0.0,0.0,0,0,1,8.0,0.0,8,8,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,7.510598503740648,4.579916405605518,0.0,15.0,16,7.474688279301746,4.62731464950004,0.0,15.0,16
dos,0x165,15792,19.396270343866757,20.338650165738866,7.345000000000823,339.6410000000003,8.0,2.1632712928774724,0.25018059440305435,32.712575987841944,78.23754659089133,0,255,45,58.36252532928065,90.06239632398548,7,248,19,127.76285460992908,0.4253456363990029,127.0,128.0,2,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,7.532041540020264,4.611207838422994,0.0,15.0,16,141.8735435663627,20.41362307376584,36.0,244.0,147
dos,0x18f,15849,19.327037354871276,20.43682498177744,5.733000000020638,310.4579999999828,8.0,1.4942173648231034,0.10327804790274055,0.0,0.0,0,0,1,58.08448482554105,4.32639401643263,47,63,17,24.15969461795697,1.6371509732025276,20.0,36.0,17,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,63.0,0.0,63.0,63.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x1f1,10858,28.210166528506956,31.720432458194857,0.035999999994373866,476.4989999999898,7.070178670104991,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x220,18274,16.76178191867783,19.09376025368161,0.03699999999184911,405.33199999998715,7.469410090839444,2.5923169530480465,0.6949191068016277,191.75993435705075,2.4578587748556626,182,200,19,3.0,0.0,3,3,1,194.99595592544836,96.49765406757932,0.0,255.0,41,3.2007384831789945,0.4005645373754085,3.0,4.0,2,11.408334310162935,1.1968281268717615,9.0,18.0,4,0.0,0.0,0.0,0.0,1,62.78882897667331,4.254340941392697,49.0,80.0,32,16.0,0.0,16.0,16.0,1
dos,0x260,15444,19.831943663795897,21.358055040728,2.0269999999982247,317.91899999996076,8.0,2.986515799015799,0.056475066054558494,5.0,0.0,5,5,1,24.15980315980316,1.645835525677597,20,36,17,0.0,0.0,0.0,0.0,1,48.0,0.0,48.0,48.0,1,1.0,0.0,1.0,1.0,1,138.16058016058017,0.9874483012412569,137.0,140.0,4,93.38085988085989,3.303897789906719,61.0,121.0,29,31.751295001295002,17.458009166497195,0.0,63.0,64
dos,0x2a0,15355,19.947566627588905,21.936214797984338,1.7670000000009622,449.6120000000019,8.0,2.93689352002605,0.10860460547277571,113.77596873982417,73.51084298416355,2,194,4,0.0,0.0,0,0,1,136.09462715727776,0.7182789347745779,135.0,137.0,3,157.0,0.0,157.0,157.0,1,188.0,0.0,188.0,188.0,1,12.0,0.0,12.0,12.0,1,183.0,0.0,183.0,183.0,1,2.0,0.0,2.0,2.0,1
dos,0x2b0,14001,21.877537785714285,27.36184975513485,4.740999999995665,438.8259999999775,5.0,2.321928094887362,0.0,56.065638168702236,0.97162156518158,54,58,5,255.0,0.0,255,255,1,0.0,0.0,0.0,0.0,1,7.0,0.0,7.0,7.0,1,128.8570816370259,72.34220020171772,2.0,253.0,80,,,,,0,,,,,0,,,,,0
dos,0x2c0,4343,70.4922125748503,88.57044942733297,0.03399999999942338,1938.4239999999977,5.892700897996776,0.40038283532017244,0.23945910117567965,60.00062519537355,0.02499999755630314,60,61,2,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x316,15520,19.736580127585537,20.746496178531252,1.4600000000015712,320.27199999998857,8.0,2.7796268935190476,0.11211363768671502,5.0,0.0,5,5,1,24.11436855670103,1.6479194835872903,20,36,17,188.4640463917526,63.56981259518229,0.0,254.0,124,9.095360824742269,0.29525381731058825,8.0,10.0,3,24.172615979381444,1.6401701089884069,20.0,36.0,17,18.765657216494844,1.959192806198124,16.0,23.0,6,0.0,0.0,0.0,0.0,1,127.0,0.0,127.0,127.0,1
dos,0x329,15383,19.911911910024706,21.644913583884023,3.3680000000089194,330.0960000000259,8.0,3.0,0.0,106.84580380939998,75.40684357988545,15,215,4,185.60040304231944,4.636288193821723,176,191,16,128.0,0.0,128.0,128.0,1,140.0,0.0,140.0,140.0,1,17.0,0.0,17.0,17.0,1,44.51972957160502,0.6911481327850123,41.0,51.0,11,0.0,0.0,0.0,0.0,1,16.0,0.0,16.0,16.0,1
dos,0x350,7764,39.446899652196315,41.060174670199515,9.353000000004386,719.0980000000025,8.0,2.75,0.0,5.0,0.0,5,5,1,32.0,0.0,32,32,1,123.31375579598145,73.87228142205412,4.0,244.0,16,95.0,0.0,95.0,95.0,1,134.55538382277177,0.8291657098197355,134.0,137.0,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,128.6172076249356,73.87677903174853,6.0,249.0,64
dos,0x370,15349,19.95611982017201,21.668881655313502,0.4979999999932261,310.43899999997393,8.0,2.155639062229567,8.882073538919691e-16,255.0,0.0,255,255,1,32.0,0.0,32,32,1,0.0,0.0,0.0,0.0,1,128.0,0.0,128.0,128.0,1,255.0,0.0,255.0,255.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,133.99153039285946,72.52167582783943,40.0,236.0,4
dos,0x382,7789,39.32775231124808,38.93289886425375,14.346000000017511,400.46499999999696,8.0,1.888313858731638,0.19474194929592994,64.0,0.0,64,64,1,254.0,0.0,254,254,1,15.0,0.0,15.0,15.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,6.0433945307484915,4.479327231965546,0.0,12.0,4
dos,0x43f,15041,20.364762300531915,22.741355249389585,0.968000000000302,460.8470000000011,8.0,2.7205386979754613,0.0806624526923411,0.0,0.0,0,0,1,64.0,0.0,64,64,1,96.0,0.0,96.0,96.0,1,255.0,0.0,255.0,255.0,1,115.46659131706669,0.4988991962647807,115.0,116.0,2,97.72940628947543,25.342366716057807,0.0,252.0,64,8.989428894355429,0.10227439956322482,8.0,9.0,2,0.0,0.0,0.0,0.0,1
dos,0x440,15093,20.294597137556323,21.48149010514563,1.4670000000052141,328.9760000000115,8.0,2.0499325468600342,0.1764937394991857,255.0,0.0,255,255,1,119.84363612270589,89.58056361455479,0,240,4,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,255.0,0.0,255.0,255.0,1,100.00238521168754,26.03891142448234,0.0,252.0,64,8.988736500364407,0.10553374402473815,8.0,9.0,2,0.0,0.0,0.0,0.0,1
dos,0x4b0,10690,28.653097764056508,31.560971967383182,0.032000000004472895,361.2489999999866,7.115434985968195,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x4b1,10472,29.25051274949862,33.267405731506585,0.04200000000764703,689.5310000000165,7.112299465240642,0.721256621344015,0.2548230876271425,0.0,0.0,0,0,1,0.0,0.0,0,0,1,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,1.0,1
dos,0x4f0,1184,258.0175088757396,448.549032864938,0.45399999999062857,4509.247000000016,8.0,1.9928519800233528,0.05080876366667295,0.0,0.0,0,0,1,0.0,0.0,0,0,1,127.22972972972973,76.80224308102498,0.0,254.0,128,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,147.0,0.0,147.0,147.0,1,205.0,0.0,205.0,205.0,1,4.0,0.0,4.0,4.0,1
dos,0x4f1,453,675.2774402654867,794.4057143155385,3.479999999996153,4478.4940000000115,8.0,1.0612781244591327,2.2229009378378163e-16,128.0,0.0,128,128,1,24.0,0.0,24,24,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x4f2,840,364.2478367103695,611.9097931047944,0.9750000000003922,5519.867000000005,8.0,1.5481997026001604,0.012191478928550594,0.0,0.0,0,0,1,0.0,0.0,0,0,1,127.29523809523809,73.5559493777262,2.0,242.0,16,56.0,0.0,56.0,56.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,191.36785714285713,36.26720679358817,128.0,255.0,128
dos,0x510,1585,192.9937525252525,191.36221956041672,26.59899999999027,1998.0820000000108,8.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x517,758,404.23303038309115,378.35969362072854,157.92300000001092,2790.025,8.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x51a,329,926.2360975609756,1128.7914745029532,11.835999999998847,8730.190999999992,8.0,0.5435644431995964,0.0,0.0,0.0,0,0,1,3.0,0.0,3,3,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x545,8493,36.067364225153085,42.47174379777441,3.6299999999869215,549.0800000000036,8.0,2.3561852351387946,0.10894339483969898,216.0,0.0,216,216,1,14.65324384787472,2.23458774171235,7,24,15,0.0,0.0,0.0,0.0,1,138.1808548216178,1.0704245151910432,129.0,145.0,17,41.734958200871304,30.24388305797809,0.0,255.0,152,2.2818791946308723,24.015414418159363,0.0,255.0,2,42.14400094195219,28.22681852239767,0.0,255.0,148,1.5913104909925821,20.082315409779813,0.0,255.0,2
dos,0x587,1548,197.94033484162898,197.03057973466548,9.833000000014636,2170.4900000000007,8.0,0.5035345035841222,0.14201931261612222,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,6.905684754521964,4.326391849392828,0.0,14.0,15
dos,0x59b,1485,206.2093807277628,223.4487727043598,9.328000000010661,2251.041999999984,8.0,0.40373843828225914,0.23767872023220865,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,102.02558922558923,73.50942431653694,0.0,196.0,4
dos,0x5a0,2968,103.21338523761374,140.3575238881153,0.027999999986150215,1529.6850000000006,4.757412398921833,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1
dos,0x5a2,2602,117.7253479430988,190.11953252629277,0.03399999999942338,4088.9929999999877,2.121445042275173,1.0607225211375866,0.9983465457050128,32.03478260869565,0.39054306176283154,32,37,3,0.0,0.0,0,0,1,165.0,0.0,165.0,165.0,1,1.0,0.0,1.0,1.0,1,,,,,0,,,,,0,,,,,0,,,,,0
dos,0x5e4,570,537.5813110720563,718.4033956029161,8.843000000013035,7260.7779999999875,3.0,0.9182958340544897,1.1111981877684718e-16,0.0,0.0,0,0,1,2.0,0.0,2,2,1,0.0,0.0,0.0,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
dos,0x5f0,330,928.4645927051672,1029.4057682731418,0.3659999999996444,8180.3119999999935,2.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0,0,1,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
dos,0x690,379,803.6919470899472,1125.2045408980443,1.5050000000087493,9041.404,8.0,2.949208443271768,0.1007217673885693,3.0,0.0,3,3,1,72.0,0.0,72,72,1,1.0,0.0,1.0,1.0,1,0.0,0.0,0.0,0.0,1,128.0,0.0,128.0,128.0,1,32.0,0.0,32.0,32.0,1,29.899736147757256,18.587714977326986,0.0,60.0,16,8.04221635883905,0.4092984650451235,8.0,12.0,2
